"Hour","percentage","week_day"
0,0.0373505843692326,4
0,0.0373505843692326,5
0,0.0373505843692326,2
0,0.0373505843692326,3
0,0.0381164393237721,6
0,0.0398056872142223,7
0,0.0438392017001306,1
1,0.03516405861722,4
1,0.03516405861722,5
1,0.03516405861722,2
1,0.03516405861722,3
1,0.0358703431301955,6
1,0.0374528524690134,7
1,0.0410954968724438,1
2,0.0338056523788543,4
2,0.0338056523788543,5
2,0.0338056523788543,2
2,0.0338056523788543,3
2,0.0344378284481101,6
2,0.0358129625689225,7
2,0.0390183487439631,1
3,0.0330757356781195,4
3,0.0330757356781195,5
3,0.0330757356781195,2
3,0.0330757356781195,3
3,0.0336563053917351,6
3,0.0348785201193684,7
3,0.0377578173913289,1
4,0.0329726333933546,4
4,0.0329726333933546,5
4,0.0329726333933546,2
4,0.0329726333933546,3
4,0.0334384300650415,6
4,0.0346075379974323,7
4,0.0371810448434397,1
5,0.0334383156304783,4
5,0.0334383156304783,5
5,0.0334383156304783,2
5,0.0334383156304783,3
5,0.0338822271854569,6
5,0.0348380081697862,7
5,0.0371291313865611,1
6,0.0364709451862411,4
6,0.0364709451862411,5
6,0.0364709451862411,2
6,0.0364709451862411,3
6,0.0367858800059759,6
6,0.0373823643901407,7
6,0.0375765286396369,1
7,0.0388683168723168,4
7,0.0388683168723168,5
7,0.0388683168723168,2
7,0.0388683168723168,3
7,0.0388870310833645,6
7,0.0381687787481248,7
7,0.0371610077933276,1
8,0.0435957542191826,4
8,0.0435957542191826,5
8,0.0435957542191826,2
8,0.0435957542191826,3
8,0.0433788940691168,6
8,0.0415704910904704,7
8,0.037117036643774,1
9,0.0464207290452166,4
9,0.0464207290452166,5
9,0.0464207290452166,2
9,0.0464207290452166,3
9,0.0464471623452961,6
9,0.044737137101801,7
9,0.0385682135828147,1
10,0.0469317113407731,4
10,0.0469317113407731,5
10,0.0469317113407731,2
10,0.0469317113407731,3
10,0.047111001138027,6
10,0.0462625816586235,7
10,0.0400213713718553,1
11,0.0471527989680507,4
11,0.0471527989680507,5
11,0.0471527989680507,2
11,0.0471527989680507,3
11,0.0474471911217739,6
11,0.0469801400897628,7
11,0.0408484799284723,1
12,0.0452182231460782,4
12,0.0452182231460782,5
12,0.0452182231460782,2
12,0.0452182231460782,3
12,0.0455806853823149,6
12,0.045763527391405,7
12,0.0408616370289456,1
13,0.0453668000119667,4
13,0.0453668000119667,5
13,0.0453668000119667,2
13,0.0453668000119667,3
13,0.0439895018173348,6
13,0.045614392436258,7
13,0.0410095186837435,1
14,0.0456073028193744,4
14,0.0456073028193744,5
14,0.0456073028193744,2
14,0.0456073028193744,3
14,0.0453242108207119,6
14,0.045127298592743,7
14,0.0407746306270872,1
15,0.0451773177450811,4
15,0.0451773177450811,5
15,0.0451773177450811,2
15,0.0451773177450811,3
15,0.0452659295055526,6
15,0.0442579405819178,7
15,0.0408508385730976,1
16,0.0452261190349046,4
16,0.0452261190349046,5
16,0.0452261190349046,2
16,0.0452261190349046,3
16,0.0452769665109553,6
16,0.0437981844994966,7
16,0.0416839810308168,1
17,0.0451428068494377,4
17,0.0451428068494377,5
17,0.0451428068494377,2
17,0.0451428068494377,3
17,0.044982175717198,6
17,0.0430984196628837,7
17,0.0437862340747947,1
18,0.0455726397369331,4
18,0.0455726397369331,5
18,0.0455726397369331,2
18,0.0455726397369331,3
18,0.0452290734666038,6
18,0.0446484008743456,7
18,0.0472009001634714,1
19,0.0458126810022668,4
19,0.0458126810022668,5
19,0.0458126810022668,2
19,0.0458126810022668,3
19,0.0451759399680072,6
19,0.0452431414134769,7
19,0.0492444685955378,1
20,0.0447302498493931,4
20,0.0447302498493931,5
20,0.0447302498493931,2
20,0.0447302498493931,3
20,0.0440505462299838,6
20,0.0441199447045515,7
20,0.0486716395799694,1
21,0.0434858375124504,4
21,0.0434858375124504,5
21,0.0434858375124504,2
21,0.0434858375124504,3
21,0.0428629714001594,6
21,0.0430053429877007,7
21,0.0476207741427626,1
22,0.0425442582420936,4
22,0.0425442582420936,5
22,0.0425442582420936,2
22,0.0425442582420936,3
22,0.0420600565852512,6
22,0.0421192973557011,7
22,0.0464078192571542,1
23,0.04086852835098,4
23,0.04086852835098,5
23,0.04086852835098,2
23,0.04086852835098,3
23,0.0407432092880617,6
23,0.0407070478818519,7
23,0.0445738793448711,1
