"","Date","Hour","Consumption","T_1","T_2","T_3","T_4","T_5","T_6","T_7"
"458",2021-01-27,1,32878.48,1.01,8.22,13.37,3.6,7.29,4.9,13.25
"459",2021-01-27,2,31516.13,0.18,8.14,13.16,3.1,6.83,4.74,13.12
"460",2021-01-27,3,30709.44,0.22,8.01,12.76,2.45,6.52,4.66,13.23
"461",2021-01-27,4,30423.39,0.44,7.93,12.81,2.28,6.6,4.87,12.65
"462",2021-01-27,5,30574.84,1.11,8.22,12.17,2.31,6.41,4.67,12.57
"463",2021-01-27,6,30881.41,1.12,8.38,11.75,2.3,6.2,4.52,12.66
"464",2021-01-27,7,33158.64,0.73,8.39,10.87,2.15,6.08,4.24,11.36
"465",2021-01-27,8,37428.39,1.22,8.64,9.79,1.7,5.86,4.16,8.47
"466",2021-01-27,9,41067.45,1.51,9.43,8.78,2.2,6.53,4.64,6.72
"467",2021-01-27,10,43153.14,3.35,10.63,8.65,4.1,7.87,5.63,4.29
"468",2021-01-27,11,44387.3,5.13,12.18,8.24,7.01,10.6,7,4.16
"469",2021-01-27,12,43727.24,5.4,13.87,9.9,9.39,8.52,8.32,3.52
"470",2021-01-27,13,44350.98,5.36,15.07,9.99,10,7.58,8.99,3.46
"471",2021-01-27,14,44843.97,5.23,15.59,8.77,9.7,9.41,9.24,2.86
"472",2021-01-27,15,44232.87,3.76,15.48,8.2,8.9,9.39,9.29,3.13
"473",2021-01-27,16,43852.16,2.95,15.65,5.52,8.27,9.08,8.55,2.3
"474",2021-01-27,17,43248.47,1.73,13.71,4.38,5.86,8.11,4.11,1.91
"475",2021-01-27,18,42731.27,2.23,11.08,4.65,2.03,2.81,3.24,2.02
"476",2021-01-27,19,41699.19,2.16,9.83,3.85,1.58,0.42,2.84,1.97
"477",2021-01-27,20,40021.26,2.72,9.01,3.74,1.73,0.19,4.39,1.9
"478",2021-01-27,21,39094.57,1.62,8.87,2.58,2.82,1.22,3.42,1.73
"479",2021-01-27,22,38361.66,0.05,10.34,2.9,2.03,0.88,2.93,1.88
"480",2021-01-27,23,37191.3,-0.33,11.93,2.94,0.86,-0.76,1.56,1.79
"481",2021-01-28,0,35180.75,-1.17,12.57,2.47,-0.45,-1.76,0.85,1.59
"482",2021-01-28,1,33149.1,-1.51,11.18,2.35,-0.83,-2.2,0.23,1.38
"483",2021-01-28,2,31960.03,-1.91,10.92,1.95,-1.09,-2.35,0.04,1.42
"484",2021-01-28,3,31092.14,-2.23,9.9,1.69,-1.63,-2.53,-1.07,1.73
"485",2021-01-28,4,30904.36,-2.08,7.65,1.84,-1.51,-2.61,-1.91,1.97
"486",2021-01-28,5,31135.55,-2.36,7.27,2.12,-1.22,-3.12,-2.1,2.24
"487",2021-01-28,6,31917.36,-2.92,8.12,2.17,-1.96,-3.19,-2.41,2.25
"488",2021-01-28,7,34023.49,-3.15,6.88,2.27,-2.1,-3.31,-2.4,2.51
"489",2021-01-28,8,38481.06,-3.09,6.43,2.28,-2.28,-3.77,-1.53,2.49
"490",2021-01-28,9,42479.57,-3,7.81,1.78,-1.27,-3.88,-3.62,2.31
"491",2021-01-28,10,44788.04,-3,9.61,3.07,0.55,-2.81,-3.42,2.62
"492",2021-01-28,11,45813.88,-2.52,12,4.82,1.85,-2.05,-2.83,3.19
"493",2021-01-28,12,44940.26,-2.32,12.71,5.72,2.5,-1.46,-2.08,3.71
"494",2021-01-28,13,45355.11,-2.25,13.17,6.44,2.74,-1.02,-1.75,4.24
"495",2021-01-28,14,45843.99,-2.36,13.31,7.28,2.8,-0.63,-1.19,4.51
"496",2021-01-28,15,45183.04,-2.33,13.12,7.78,2.86,-0.49,-0.84,4.64
"497",2021-01-28,16,44544.49,-2.48,12.77,7.5,2.22,-0.3,-0.86,4.61
"498",2021-01-28,17,43748.38,-2.79,11.62,7.09,1.46,-0.54,-1.1,4.54
"499",2021-01-28,18,43034.74,-2.93,10.05,5.9,-0.5,-1.09,-1.73,4.23
"500",2021-01-28,19,42512.86,-2.96,9.86,3.89,-1.8,-1.75,-2.25,3.76
"501",2021-01-28,20,40803.29,-3.31,9.77,3.22,-2.09,-2.16,-2.61,3.5
"502",2021-01-28,21,39705.73,-3.46,9.24,2.75,-2.06,-2.45,-2.82,3.53
"503",2021-01-28,22,38871.98,-2.43,9.16,2.46,-2.04,-2.97,-2.87,3.94
"504",2021-01-28,23,37716.91,-3.08,8.7,2.01,-2.02,-3.31,-2.93,4.33
"505",2021-01-29,0,35703.71,-3.63,8.64,1.4,-2.47,-3.44,-2.63,4.52
"506",2021-01-29,1,33781.13,-3.59,8.59,1.04,-2.36,-3.73,-3.19,4.38
"507",2021-01-29,2,32305.87,-3.18,8.22,0.6,-2.64,-4,-2.63,4.36
"508",2021-01-29,3,31439.33,-4.16,7.81,0.45,-3.15,-4.23,-2.97,4.27
"509",2021-01-29,4,31340.44,-4.74,7.06,0.79,-3.78,-4.11,-2.7,4.15
"510",2021-01-29,5,31492.08,-6.49,6.01,0.93,-4.09,-4.31,-2.95,4.1
"511",2021-01-29,6,32388.98,-7.12,5.51,1.27,-4.11,-4.54,-3.15,4.03
"512",2021-01-29,7,34179.07,-7.83,5.72,1.61,-4.21,-4.77,-3.44,3.89
"513",2021-01-29,8,38926.55,-7.86,5.83,1.73,-4.44,-4.91,-3.83,3.74
"514",2021-01-29,9,43232.32,-6.77,6.25,2.25,-3.92,-4.27,-3.7,4.04
"515",2021-01-29,10,45041.01,-4.37,6.97,4.15,-2.76,-2.62,-3.01,4.79
"516",2021-01-29,11,46226.82,-2.79,7.85,6.09,-1.89,-0.82,-2.19,5.14
"517",2021-01-29,12,44935.87,-2.26,8.27,7.54,-1.38,0.38,-1.27,5.66
"518",2021-01-29,13,43519.65,-2.01,8.49,8.78,-0.68,1.37,-0.38,6.43
"519",2021-01-29,14,44293.36,-1.83,9.66,9.63,0.08,1.96,0.17,7.15
"520",2021-01-29,15,43595.75,-1.46,10.4,10.31,0.69,2.24,-0.07,7.5
"521",2021-01-29,16,43045.8,-1.39,10.81,10.64,0.33,2.08,-0.67,7.67
"522",2021-01-29,17,42670.83,-2.07,10.22,10.21,-0.03,1.88,-0.96,7.93
"523",2021-01-29,18,42437.44,-4.94,7.54,8.58,-2.42,-0.38,-2.25,8.18
"524",2021-01-29,19,41635.42,-5.64,6.32,6.92,-3.06,-1.26,-2.89,8.34
"525",2021-01-29,20,40015.43,-5.78,6.11,6.5,-2.77,-1.46,-2.98,8.42
"526",2021-01-29,21,39181.8,-6.61,5.88,6.27,-2.73,-1.76,-2.9,8.42
"527",2021-01-29,22,38495.12,-6.62,5.09,6.17,-2.96,-2.07,-2.85,8.55
"528",2021-01-29,23,37491.46,-6.28,4.02,6.4,-2.85,-2.12,-2.61,8.59
"529",2021-01-30,0,35410.65,-5.94,3.74,6.56,-2.73,-2.19,-2.61,8.56
"530",2021-01-30,1,33553.07,-5.86,3.27,7.3,-2.66,-2.26,-2.54,8.59
"531",2021-01-30,2,32025.96,-5.69,3.02,6.61,-2.67,-2.3,-2.53,8.52
"532",2021-01-30,3,30952.48,-5.39,2.75,6.64,-2.72,-2.18,-2.54,8.59
"533",2021-01-30,4,30443.75,-4.66,2.69,7.21,-2.67,-2.23,-2.55,8.86
"534",2021-01-30,5,30383.67,-4.59,2.45,7.13,-2.34,-1.94,-2.23,8.91
"535",2021-01-30,6,30778.37,-4.09,2.18,7.47,-2.33,-1.93,-2.15,8.58
"536",2021-01-30,7,31293.2,-3.58,2.13,7.62,-2.48,-1.72,-1.99,8.02
"537",2021-01-30,8,33407.02,-4.06,2.41,7.49,-2.59,-0.94,-1.96,8.15
"538",2021-01-30,9,36186.05,-3.26,4,7.94,-1.32,-0.08,-1.09,7.82
"539",2021-01-30,10,37909.82,0.16,6.33,8.71,-0.14,1.32,0.11,7.27
"540",2021-01-30,11,39820.48,0.5,8.45,10.38,1.2,2.95,1.21,6.98
"541",2021-01-30,12,39777.19,0.89,9.83,10.62,2.24,1.37,2.37,7.5
"542",2021-01-30,13,40656.67,1.17,10.49,10.59,3.15,3.14,3.61,7.77
"543",2021-01-30,14,40581.99,1.27,10.86,12.82,4.62,3.56,4.89,8.35
"544",2021-01-30,15,39742.94,1.97,11.47,13.98,3.79,3.56,1.43,8.75
"545",2021-01-30,16,39113.32,2.21,11.41,12.66,5.62,3.73,-0.34,9.04
"546",2021-01-30,17,38427.59,1.85,9.24,12.98,2.85,3.62,0.43,9.36
"547",2021-01-30,18,38903.61,1.68,7.91,12.37,2.13,2.21,0.29,9.33
"548",2021-01-30,19,38747.55,2.11,7,10.87,2.1,1.84,-0.02,9.36
"549",2021-01-30,20,37477.52,4.31,6.56,9.85,2.17,1.52,0.77,8.23
"550",2021-01-30,21,36559.67,5.07,6.69,9.29,1.75,1.66,0.88,7.63
"551",2021-01-30,22,36047.63,5.33,6.51,9.14,1.2,2.07,1.17,8.01
"552",2021-01-30,23,34822.85,4.56,6.71,8.48,1.39,1.76,1.56,8.33
"553",2021-01-31,0,-1,3.53,5.97,7.77,0.94,0.72,1.81,8.19
"554",2021-01-31,1,-1,2.22,6.31,6.4,1.62,1.15,1.92,7.86
"555",2021-01-31,2,-1,1.93,6.62,6.39,1.16,1.56,1.4,7.7
"556",2021-01-31,3,-1,1.06,6.56,6.42,0.61,1.79,1.02,7.9
"557",2021-01-31,4,-1,0.46,6.64,5.97,0.3,1.98,0.86,8.12
"558",2021-01-31,5,-1,-0.35,7.19,6.43,0.47,2.08,0.88,7.99
"559",2021-01-31,6,-1,-0.68,6.91,6.77,-0.1,2.07,0.78,7.96
"560",2021-01-31,7,-1,-0.75,6.5,6.68,-0.57,0.88,0.78,7.99
"561",2021-01-31,8,-1,-0.48,6.11,6.5,-0.57,0.3,0.64,7.96
"562",2021-01-31,9,-1,1.14,7.79,6.86,1.03,0.91,1.16,8.25
"563",2021-01-31,10,-1,3.2,9.9,8.89,2.49,2.86,1.9,8.82
"564",2021-01-31,11,-1,4.57,11.69,10.97,3.22,4.45,2.67,9.38
"565",2021-01-31,12,-1,5.15,13.09,12.65,3.95,6.08,3.23,10.19
"566",2021-01-31,13,-1,5.52,14.17,13.78,4.66,6.99,3.93,10.87
"567",2021-01-31,14,-1,5.75,14.88,14.4,5.26,7.93,4.65,11.15
"568",2021-01-31,15,-1,5.8,15.23,14.66,5.65,8.7,4.99,11.58
"569",2021-01-31,16,-1,5.44,14.97,14.66,5.76,8.74,5.18,12.15
"570",2021-01-31,17,-1,4.25,13.98,14.29,5.41,8.07,4.95,12.27
"571",2021-01-31,18,-1,1.86,11.22,12.88,3.38,5.89,3.5,11.93
"572",2021-01-31,19,-1,0.7,9.76,11.42,2.71,4.65,1.48,11.53
"573",2021-01-31,20,-1,0,8.71,10.85,2.76,4.01,1.32,11.39
"574",2021-01-31,21,-1,-0.07,8.17,10.82,2.74,3.38,1.66,11.16
"575",2021-01-31,22,-1,-0.66,7.94,10.9,2.47,3.21,1.8,10.92
"576",2021-01-31,23,-1,-0.65,7.73,10.98,2.45,3.17,1.65,10.73
"577",2021-02-01,0,-1,-1.04,8.15,10.92,2.1,3.21,1.59,10.68
"578",2021-02-01,1,-1,-1.09,8.91,10.67,1.58,2.87,1.46,10.54
"579",2021-02-01,2,-1,-1.34,9.09,10.68,1.35,2.81,1.3,10.49
"580",2021-02-01,3,-1,-1.36,9.03,10.99,1.1,2.62,1.01,10.36
"581",2021-02-01,4,-1,-1.11,9.11,11.03,0.99,2.6,0.87,10.16
"582",2021-02-01,5,-1,-0.87,9.15,10.93,0.86,2.66,0.86,10.17
"583",2021-02-01,6,-1,-0.62,9.17,10.57,0.83,2.68,0.86,10.16
"584",2021-02-01,7,-1,-0.33,9.21,10.67,0.88,2.75,0.92,9.97
"585",2021-02-01,8,-1,-0.03,7.95,10.88,0.86,2.73,0.8,9.81
"586",2021-02-01,9,-1,1.71,9.12,11.25,2.1,3.34,1.72,10.29
"587",2021-02-01,10,-1,3.7,10.24,12.23,3.92,4.85,3.16,11.27
"588",2021-02-01,11,-1,5.15,11.93,13.57,5.54,6.37,4.75,12.44
"589",2021-02-01,12,-1,6.04,13.62,14.48,6.55,8.65,6.21,13.22
"590",2021-02-01,13,-1,6.35,14.57,16.9,7.42,11,7.46,13.61
"591",2021-02-01,14,-1,6.67,15.17,17.66,8.31,12.08,8.35,13.9
"592",2021-02-01,15,-1,6.88,15.39,17.6,8.81,12.04,8.84,14.22
"593",2021-02-01,16,-1,6.71,14.8,17.26,8.7,11.74,9.01,14.21
"594",2021-02-01,17,-1,5.6,13.27,16.56,7.8,10.72,8.27,13.67
"595",2021-02-01,18,-1,2.43,10.72,15.73,5.67,9.32,6.37,12.84
"596",2021-02-01,19,-1,1.7,9.51,14.83,5.08,8.26,5.78,11.93
"597",2021-02-01,20,-1,1.53,9.12,15.05,4.75,7.64,5.06,11.5
"598",2021-02-01,21,-1,1.39,9.08,14.91,4.4,7.6,4.56,12.48
"599",2021-02-01,22,-1,1.28,8.78,14.11,4.19,7.39,4.1,12.12
"600",2021-02-01,23,-1,1.57,8.64,14.31,3.88,6.96,3.7,11.5
