date,Consumption,reduced_temp,holiday_val(as_factor),weekday(as_factor),lock_down(as_factor),covid_severity,sunlight_time_minutes,production_capacity_rate,price_of_electricity,laborforce,unemployment,export,import,di
2020-08-12,944679.28,64.7079472116666,0,3.0,0,50.923130923130934,835,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-13,948121.03,64.43962977537501,0,4.0,0,47.00596700596701,833,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-14,933138.47,61.7910177260417,0,5.0,0,48.572832572832574,831,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-15,881591.67,58.8175928110417,0,6.0,0,46.222534222534215,828,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-16,795158.69,58.43634782875,0,7.0,0,47.00596700596701,826,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-17,899357.98,58.4125891964583,0,1.0,0,46.222534222534215,823,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-18,923020.75,59.414838637916695,0,2.0,0,50.923130923130934,821,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-19,939354.6,62.3880115578333,0,3.0,0,52.48999648999649,819,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-20,926350.05,62.096069047083304,0,4.0,0,48.572832572832574,816,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-21,924300.82,59.413422780416695,0,5.0,0,48.572832572832574,814,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-22,881469.53,59.78327953675,0,6.0,0,48.572832572832574,811,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-23,791904.57,60.924135351000004,0,7.0,0,50.13969813969814,809,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-24,904481.8,61.36681887825,0,1.0,0,53.27342927342927,806,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-25,927638.55,62.4225322967083,0,2.0,0,54.840294840294845,803,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-26,929606.28,63.1700674447083,0,3.0,0,50.923130923130934,801,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-27,926964.76,62.8801377260833,0,4.0,0,57.19059319059318,798,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-28,926635.09,64.0912468417917,0,5.0,0,52.48999648999649,796,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-29,892095.0,67.30762088899999,0,6.0,0,50.923130923130934,793,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-30,798246.56,68.964988979875,2,7.0,0,47.00596700596701,790,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-08-31,924781.19,68.3047758867917,0,1.0,0,50.923130923130934,788,73.3,526.18,50.6,44240.0,12238.0,17603.0,162.0
2020-09-01,944254.96,66.46099371475,0,2.0,0,48.572832572832574,785,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-02,954382.59,68.2878385971667,0,3.0,0,78.34327834327834,783,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-03,960214.09,71.819909326,0,4.0,0,68.15865215865216,780,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-04,940076.13,69.1833968142083,0,5.0,0,65.80835380835381,777,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-05,882692.88,58.6226855972083,0,6.0,0,61.10775710775711,775,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-06,789443.72,56.5077909245,0,7.0,0,62.674622674622675,772,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-07,897188.81,59.988476752375,0,1.0,0,71.29238329238329,769,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-08,925971.12,62.5195250279167,0,2.0,0,62.674622674622675,767,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-09,923650.82,60.931206204750005,0,3.0,0,54.840294840294845,764,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-10,916039.86,58.5577858325,0,4.0,0,62.674622674622675,761,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-11,917625.66,61.9435545764167,0,5.0,0,55.62372762372762,759,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-12,879797.56,60.63421200004171,0,6.0,0,51.7065637065637,756,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-13,781098.17,59.7563877644167,0,7.0,0,50.13969813969814,753,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-14,889060.67,61.04449568925,0,1.0,0,51.7065637065637,750,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-15,908573.01,61.702317581375,0,2.0,0,51.7065637065637,748,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-16,903336.04,60.6805459473333,0,3.0,0,57.19059319059318,745,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-17,903701.3,61.57588954929171,0,4.0,0,53.27342927342927,742,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-18,897374.66,61.9226613840417,0,5.0,0,51.7065637065637,740,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-19,847370.95,56.5701702977917,0,6.0,0,44.655668655668656,737,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-20,745505.61,52.349422296499995,0,7.0,0,42.305370305370296,734,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-21,835606.59,53.0569357066667,0,1.0,0,42.305370305370296,732,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-22,856220.47,53.6814584387083,0,2.0,0,39.95507195507196,729,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-23,859966.67,55.367465835874995,0,3.0,0,38.38820638820639,726,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-24,861429.21,57.1905563359167,0,4.0,0,38.38820638820639,723,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-25,856832.11,54.49929442879171,0,5.0,0,39.17163917163917,721,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-26,813784.86,57.748651482416705,0,6.0,0,36.82134082134082,718,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-27,730676.37,59.6005346745,0,7.0,0,32.12074412074412,715,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-28,831627.61,61.239568577375,0,1.0,0,34.65659234080287,713,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-29,858304.38,62.242590716125,0,2.0,0,32.12074412074412,710,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-09-30,836595.44,50.6517628578333,0,3.0,0,36.347157820842035,707,74.6,528.24,50.5,44389.0,15953.0,19699.0,345.0
2020-10-01,823096.18,46.727380443125,0,4.0,0,33.81130960078329,705,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-02,806916.14,47.00305730125,0,5.0,0,36.347157820842035,702,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-03,779587.3,49.82294506195829,0,6.0,0,28.739613160665805,699,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-04,693182.86,53.20409400925,0,7.0,0,28.739613160665805,697,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-05,801059.13,58.136926361499995,0,1.0,0,28.739613160665805,694,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-06,828383.48,61.773448324125006,0,2.0,0,27.89433042064621,691,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-07,834923.28,61.827791239,0,3.0,0,27.049047680626632,689,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-08,824844.73,59.5109430791667,0,4.0,0,28.739613160665805,686,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-09,805623.59,54.131516591499995,0,5.0,0,28.739613160665805,684,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-10,767270.6,48.60287256195829,0,6.0,0,31.27546138072454,681,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-11,678916.85,48.2256655610833,0,7.0,0,30.430178640704966,678,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-12,783178.99,50.3044595222083,0,1.0,0,29.58489590068537,675,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-13,802172.5,51.3723975657083,0,2.0,0,31.27546138072454,672,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-14,805458.42,50.674478788625,0,3.0,0,32.966026860763705,670,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-15,802256.97,48.205173982375,0,4.0,0,35.50187508082245,667,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-16,798420.96,49.136763605708296,0,5.0,0,38.037723300881204,665,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-17,764444.73,51.43655872945829,0,6.0,0,34.65659234080287,662,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-18,679279.61,49.9341962437917,0,7.0,0,38.037723300881204,660,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-19,781753.55,45.043493505541704,0,1.0,0,36.347157820842035,657,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-20,800819.83,43.046106685083295,0,2.0,0,40.573571520939936,655,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-21,801218.85,43.747461884875,0,3.0,0,38.88300604090078,652,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-22,794756.39,45.533383182375005,0,4.0,0,38.88300604090078,649,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-23,789098.06,48.80460757350001,0,5.0,0,48.18111618111618,646,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-24,757547.57,51.848558042250005,0,6.0,0,46.49055070107702,644,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-25,679216.92,52.35550160175,0,7.0,0,43.95470248101827,642,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-26,768970.7,50.394585984875,0,1.0,0,47.33583344109661,639,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-27,780515.45,48.6461836801667,0,2.0,0,49.026398921135765,637,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-28,765615.59,45.23699207245829,0,3.0,0,49.87168166115535,634,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-29,728200.91,42.3143900003333,2,4.0,0,46.49055070107702,631,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-30,761750.25,39.7934340083333,7,5.0,0,41.41885426095953,629,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-10-31,740137.76,34.2301749706667,0,6.0,0,44.79998522103786,627,75.4,545.31,50.0,44389.0,17199.0,18486.0,276.0
2020-11-01,670563.53,30.581603804583303,0,7.0,0,48.18111618111618,625,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-02,776420.51,29.3457583705,0,1.0,0,42.26413700097911,622,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-03,812240.12,31.211660409166697,0,2.0,0,47.33583344109661,619,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-04,825655.54,28.401454491333297,0,3.0,0,43.95470248101827,617,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-05,834111.3,31.0291557444167,0,4.0,0,48.18111618111618,615,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-06,829071.42,32.9594302369167,0,5.0,0,49.026398921135765,613,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-07,788289.08,28.526086116,0,6.0,0,46.49055070107702,611,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-08,694530.22,29.2471771984167,0,7.0,0,45.645267961057435,608,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-09,793090.0,32.442280330875,0,1.0,0,46.49055070107702,606,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-10,820024.07,33.1494591024167,0,2.0,0,54.94337810127284,604,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-11,825058.61,30.6015867265417,0,3.0,0,54.94337810127284,602,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-12,823822.89,28.243393048291697,0,4.0,0,58.32450906135117,600,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-13,823168.3,27.9358738572917,0,5.0,0,65.93205372152741,598,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-14,808332.48,27.7420283045,0,6.0,0,59.169791801370756,595,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-15,717593.76,25.6060828212083,0,7.0,0,59.169791801370756,593,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-16,818290.34,24.032234400166697,0,1.0,0,63.39620550146866,591,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-17,846525.4,25.2542604970417,0,2.0,0,76.92072934178199,590,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-18,852670.61,25.191268471875,0,3.0,0,72.69431564168407,588,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-19,869548.83,23.014602249541696,0,4.0,0,73.53959838170364,585,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-20,876921.13,21.1710920862917,0,5.0,0,73.53959838170364,583,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-21,819413.37,20.141299175375,0,6.0,0,66.77733646154701,582,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-22,731515.51,19.08802195725,0,7.0,0,68.46790194158615,580,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-23,834327.54,17.291180394083298,0,1.0,0,64.24148824148824,579,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-24,862513.0,18.4876083618333,0,2.0,0,60.01507454139034,577,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-25,883445.88,18.204226518666697,0,3.0,0,84.5282740019582,576,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-26,878629.88,15.7471201756667,0,4.0,0,73.53959838170364,574,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-27,861509.91,16.7436902267917,0,5.0,0,63.39620550146866,572,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-28,828725.13,17.9321723035833,0,6.0,0,70.15846742162532,570,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-29,739709.99,20.2388672194583,0,7.0,0,64.24148824148824,569,75.8,548.76,,,15944.0,19788.0,378.0
2020-11-30,859760.52,20.90305357225,0,1.0,0,68.46790194158615,568,75.8,548.76,,,15944.0,19788.0,378.0
2020-12-01,891972.95,18.7673535709167,0,2.0,0,59.169791801370756,566,75.6,550.33,,,,,
2020-12-02,886293.65,18.6590659306667,0,3.0,0,56.633943581311996,565,75.6,550.33,,,,,
2020-12-03,878136.52,21.248212055416698,0,4.0,0,59.169791801370756,564,75.6,550.33,,,,,
2020-12-04,862094.62,23.8860513472083,0,5.0,0,53.25281262123367,563,75.6,550.33,,,,,
2020-12-05,800796.24,24.528165409916703,0,6.0,2,50.71696440117493,562,75.6,550.33,,,,,
2020-12-06,729666.62,22.01018800425,0,7.0,2,53.25281262123367,561,75.6,550.33,,,,,
2020-12-07,847875.04,22.374119199375,0,1.0,0,53.25281262123367,560,75.6,550.33,,,,,
2020-12-08,882124.78,24.1042739929583,0,2.0,0,45.645267961057435,560,75.6,550.33,,,,,
2020-12-09,874822.76,21.510149986625,0,3.0,0,50.71696440117493,559,75.6,550.33,,,,,
2020-12-10,872529.42,23.531499881875,0,4.0,0,47.33583344109661,558,75.6,550.33,,,,,
2020-12-11,871975.47,23.857589085791698,0,5.0,0,45.645267961057435,557,75.6,550.33,,,,,
2020-12-12,822322.2,25.5698203148333,0,6.0,2,42.26413700097911,556,75.6,550.33,,,,,
2020-12-13,752840.3,26.5770618380833,0,7.0,2,41.41885426095953,555,75.6,550.33,,,,,
2020-12-14,860731.77,25.6255878501667,0,1.0,0,42.26413700097911,555,75.6,550.33,,,,,
2020-12-15,886191.23,22.9185949808333,0,2.0,0,40.573571520939936,555,75.6,550.33,,,,,
2020-12-16,882615.21,21.425308396666697,0,3.0,0,40.573571520939936,554,75.6,550.33,,,,,
2020-12-17,876100.34,18.896775024625,0,4.0,0,36.347157820842035,554,75.6,550.33,,,,,
2020-12-18,868705.35,16.3952815949167,0,5.0,0,35.50187508082245,554,75.6,550.33,,,,,
2020-12-19,817055.55,14.189495208333302,0,6.0,2,32.966026860763705,553,75.6,550.33,,,,,
2020-12-20,745440.09,13.2727179078333,0,7.0,2,45.645267961057435,554,75.6,550.33,,,,,
2020-12-21,877486.98,13.744526893875001,0,1.0,0,44.79998522103786,553,75.6,550.33,,,,,
2020-12-22,903603.08,11.8956100567917,0,2.0,0,38.037723300881204,554,75.6,550.33,,,,,
2020-12-23,902847.36,8.33870924804167,0,3.0,0,31.27546138072454,553,75.6,550.33,,,,,
2020-12-24,891441.77,10.928602539708299,0,4.0,0,31.27546138072454,554,75.6,550.33,,,,,
2020-12-25,872810.82,16.638549103875,0,5.0,0,29.58489590068537,554,75.6,550.33,,,,,
2020-12-26,814731.73,20.6842956519167,0,6.0,2,27.89433042064621,554,75.6,550.33,,,,,
2020-12-27,740596.36,20.8574260625,0,7.0,2,32.64230155607535,555,75.6,550.33,,,,,
2020-12-28,858381.13,20.765884113666697,0,1.0,0,29.674819596432144,555,75.6,550.33,,,,,
2020-12-29,858316.89,22.2908619127083,0,2.0,0,29.081323204503498,555,75.6,550.33,,,,,
2020-12-30,842179.17,22.2051940171667,0,3.0,0,26.707337636788925,556,75.6,550.33,,,,,
2020-12-31,796577.87,22.4385413066667,0,4.0,0,22.55286289328843,557,75.6,550.33,,,,,
2021-01-01,672869.96,21.25484225625,1,5.0,2,29.674819596432144,558,75.6,550.33,,,,,
2021-01-02,726646.43,21.866723140999998,0,6.0,2,27.30083402871757,558,75.6,550.33,,,,,
2021-01-03,720560.6,21.902694359458298,0,7.0,2,29.674819596432144,559,75.6,550.33,,,,,
2021-01-04,853158.67,22.2181537968333,0,1.0,1,25.520344852931643,560,75.6,550.33,,,,,
2021-01-05,881358.19,23.1199518749583,0,2.0,1,26.707337636788925,561,75.6,550.33,,,,,
2021-01-06,892375.75,21.3083900915833,0,3.0,1,24.926848461002997,562,75.6,550.33,,,,,
2021-01-07,895189.75,23.1480893573333,0,4.0,1,23.14635928521707,563,75.6,550.33,,,,,
2021-01-08,,,0,5.0,1,24.333352069074355,564,75.6,550.33,,,,,
2021-01-09,,,0,6.0,2,22.55286289328843,565,75.6,550.33,,,,,
2021-01-10,,,0,7.0,2,22.55286289328843,567,75.6,550.33,,,,,
2021-01-11,,,0,1.0,1,24.333352069074355,568,75.6,550.33,,,,,
2021-01-12,,,0,2.0,1,24.926848461002997,569,75.6,550.33,,,,,
2021-01-13,,,0,3.0,1,31.45530877221807,570,75.6,550.33,,,,,
2021-01-14,,,0,4.0,1,59.34963919286429,573,75.6,550.33,,,,,
2021-01-15,,,0,5.0,1,52.82117888164921,574,75.6,550.33,,,,,
2021-01-16,,,0,6.0,2,40.951251043076354,576,75.6,550.33,,,,,
2021-01-17,,,0,7.0,2,41.0,577,75.6,550.33,,,,,
2021-01-18,,,0,1.0,1,49.48275862068965,579,75.6,550.33,,,,,
2021-01-19,,,0,2.0,1,70.6896551724138,580,75.6,550.33,,,,,
2021-01-20,,,0,3.0,1,51.603448275862064,582,75.6,550.33,,,,,
2021-01-21,,,0,4.0,1,40.293103448275865,584,75.6,550.33,,,,,
2021-01-22,,,0,5.0,1,43.120689655172406,586,75.6,550.33,,,,,
2021-01-23,,,0,6.0,2,47.36206896551725,588,75.6,550.33,,,,,
