,date,is_lockdown,is_sun,holiday_val_factor,weekday_factor,covid_severity,production_capacity_rate,price_of_electricity,usdtry
6336,2017-09-22 00:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6337,2017-09-22 01:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6338,2017-09-22 02:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6339,2017-09-22 03:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6340,2017-09-22 04:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6341,2017-09-22 05:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6342,2017-09-22 06:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6343,2017-09-22 07:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6344,2017-09-22 08:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6345,2017-09-22 09:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6346,2017-09-22 10:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6347,2017-09-22 11:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6348,2017-09-22 12:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6349,2017-09-22 13:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6350,2017-09-22 14:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6351,2017-09-22 15:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6352,2017-09-22 16:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6353,2017-09-22 17:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6354,2017-09-22 18:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6355,2017-09-22 19:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.4962
6356,2017-09-22 20:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6357,2017-09-22 21:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6358,2017-09-22 22:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6359,2017-09-22 23:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.4962
6360,2017-09-23 00:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6361,2017-09-23 01:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6362,2017-09-23 02:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6363,2017-09-23 03:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6364,2017-09-23 04:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6365,2017-09-23 05:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6366,2017-09-23 06:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6367,2017-09-23 07:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6368,2017-09-23 08:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6369,2017-09-23 09:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6370,2017-09-23 10:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6371,2017-09-23 11:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6372,2017-09-23 12:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6373,2017-09-23 13:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6374,2017-09-23 14:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6375,2017-09-23 15:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6376,2017-09-23 16:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6377,2017-09-23 17:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6378,2017-09-23 18:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.4962
6379,2017-09-23 19:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6380,2017-09-23 20:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6381,2017-09-23 21:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6382,2017-09-23 22:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6383,2017-09-23 23:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.4962
6384,2017-09-24 00:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6385,2017-09-24 01:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6386,2017-09-24 02:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6387,2017-09-24 03:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6388,2017-09-24 04:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6389,2017-09-24 05:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6390,2017-09-24 06:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6391,2017-09-24 07:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6392,2017-09-24 08:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6393,2017-09-24 09:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6394,2017-09-24 10:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6395,2017-09-24 11:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6396,2017-09-24 12:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6397,2017-09-24 13:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6398,2017-09-24 14:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6399,2017-09-24 15:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6400,2017-09-24 16:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6401,2017-09-24 17:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6402,2017-09-24 18:00:00,0,1,0.0,7.0,0.0,79.0,20.5219,3.4962
6403,2017-09-24 19:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6404,2017-09-24 20:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6405,2017-09-24 21:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6406,2017-09-24 22:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6407,2017-09-24 23:00:00,0,0,0.0,7.0,0.0,79.0,20.5219,3.4962
6408,2017-09-25 00:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6409,2017-09-25 01:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6410,2017-09-25 02:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6411,2017-09-25 03:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6412,2017-09-25 04:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6413,2017-09-25 05:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6414,2017-09-25 06:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6415,2017-09-25 07:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6416,2017-09-25 08:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6417,2017-09-25 09:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6418,2017-09-25 10:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6419,2017-09-25 11:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6420,2017-09-25 12:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6421,2017-09-25 13:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6422,2017-09-25 14:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6423,2017-09-25 15:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6424,2017-09-25 16:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6425,2017-09-25 17:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6426,2017-09-25 18:00:00,0,1,0.0,1.0,0.0,79.0,20.5219,3.5494
6427,2017-09-25 19:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6428,2017-09-25 20:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6429,2017-09-25 21:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6430,2017-09-25 22:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6431,2017-09-25 23:00:00,0,0,0.0,1.0,0.0,79.0,20.5219,3.5494
6432,2017-09-26 00:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6433,2017-09-26 01:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6434,2017-09-26 02:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6435,2017-09-26 03:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6436,2017-09-26 04:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6437,2017-09-26 05:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6438,2017-09-26 06:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6439,2017-09-26 07:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6440,2017-09-26 08:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6441,2017-09-26 09:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6442,2017-09-26 10:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6443,2017-09-26 11:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6444,2017-09-26 12:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6445,2017-09-26 13:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6446,2017-09-26 14:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6447,2017-09-26 15:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6448,2017-09-26 16:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6449,2017-09-26 17:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6450,2017-09-26 18:00:00,0,1,0.0,2.0,0.0,79.0,20.5219,3.5424
6451,2017-09-26 19:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6452,2017-09-26 20:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6453,2017-09-26 21:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6454,2017-09-26 22:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6455,2017-09-26 23:00:00,0,0,0.0,2.0,0.0,79.0,20.5219,3.5424
6456,2017-09-27 00:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6457,2017-09-27 01:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6458,2017-09-27 02:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6459,2017-09-27 03:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6460,2017-09-27 04:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6461,2017-09-27 05:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6462,2017-09-27 06:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6463,2017-09-27 07:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6464,2017-09-27 08:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6465,2017-09-27 09:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6466,2017-09-27 10:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6467,2017-09-27 11:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6468,2017-09-27 12:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6469,2017-09-27 13:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6470,2017-09-27 14:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6471,2017-09-27 15:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6472,2017-09-27 16:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6473,2017-09-27 17:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6474,2017-09-27 18:00:00,0,1,0.0,3.0,0.0,79.0,20.5219,3.5774
6475,2017-09-27 19:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6476,2017-09-27 20:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6477,2017-09-27 21:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6478,2017-09-27 22:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6479,2017-09-27 23:00:00,0,0,0.0,3.0,0.0,79.0,20.5219,3.5774
6480,2017-09-28 00:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6481,2017-09-28 01:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6482,2017-09-28 02:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6483,2017-09-28 03:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6484,2017-09-28 04:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6485,2017-09-28 05:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6486,2017-09-28 06:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6487,2017-09-28 07:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6488,2017-09-28 08:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6489,2017-09-28 09:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6490,2017-09-28 10:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6491,2017-09-28 11:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6492,2017-09-28 12:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6493,2017-09-28 13:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6494,2017-09-28 14:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6495,2017-09-28 15:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6496,2017-09-28 16:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6497,2017-09-28 17:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6498,2017-09-28 18:00:00,0,1,0.0,4.0,0.0,79.0,20.5219,3.5603
6499,2017-09-28 19:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6500,2017-09-28 20:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6501,2017-09-28 21:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6502,2017-09-28 22:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6503,2017-09-28 23:00:00,0,0,0.0,4.0,0.0,79.0,20.5219,3.5603
6504,2017-09-29 00:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6505,2017-09-29 01:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6506,2017-09-29 02:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6507,2017-09-29 03:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6508,2017-09-29 04:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6509,2017-09-29 05:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6510,2017-09-29 06:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6511,2017-09-29 07:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6512,2017-09-29 08:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6513,2017-09-29 09:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6514,2017-09-29 10:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6515,2017-09-29 11:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6516,2017-09-29 12:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6517,2017-09-29 13:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6518,2017-09-29 14:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6519,2017-09-29 15:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6520,2017-09-29 16:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6521,2017-09-29 17:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6522,2017-09-29 18:00:00,0,1,0.0,5.0,0.0,79.0,20.5219,3.5637
6523,2017-09-29 19:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6524,2017-09-29 20:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6525,2017-09-29 21:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6526,2017-09-29 22:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6527,2017-09-29 23:00:00,0,0,0.0,5.0,0.0,79.0,20.5219,3.5637
6528,2017-09-30 00:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6529,2017-09-30 01:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6530,2017-09-30 02:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6531,2017-09-30 03:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6532,2017-09-30 04:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6533,2017-09-30 05:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6534,2017-09-30 06:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6535,2017-09-30 07:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6536,2017-09-30 08:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6537,2017-09-30 09:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6538,2017-09-30 10:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6539,2017-09-30 11:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6540,2017-09-30 12:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6541,2017-09-30 13:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6542,2017-09-30 14:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6543,2017-09-30 15:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6544,2017-09-30 16:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6545,2017-09-30 17:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6546,2017-09-30 18:00:00,0,1,0.0,6.0,0.0,79.0,20.5219,3.5637
6547,2017-09-30 19:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6548,2017-09-30 20:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6549,2017-09-30 21:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6550,2017-09-30 22:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6551,2017-09-30 23:00:00,0,0,0.0,6.0,0.0,79.0,20.5219,3.5637
6552,2017-10-01 00:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6553,2017-10-01 01:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6554,2017-10-01 02:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6555,2017-10-01 03:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6556,2017-10-01 04:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6557,2017-10-01 05:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6558,2017-10-01 06:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6559,2017-10-01 07:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6560,2017-10-01 08:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6561,2017-10-01 09:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6562,2017-10-01 10:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6563,2017-10-01 11:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6564,2017-10-01 12:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6565,2017-10-01 13:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6566,2017-10-01 14:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6567,2017-10-01 15:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6568,2017-10-01 16:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6569,2017-10-01 17:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6570,2017-10-01 18:00:00,0,1,0.0,7.0,0.0,79.7,20.5219,3.5637
6571,2017-10-01 19:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6572,2017-10-01 20:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6573,2017-10-01 21:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6574,2017-10-01 22:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6575,2017-10-01 23:00:00,0,0,0.0,7.0,0.0,79.7,20.5219,3.5637
6576,2017-10-02 00:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6577,2017-10-02 01:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6578,2017-10-02 02:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6579,2017-10-02 03:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6580,2017-10-02 04:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6581,2017-10-02 05:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6582,2017-10-02 06:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6583,2017-10-02 07:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6584,2017-10-02 08:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6585,2017-10-02 09:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6586,2017-10-02 10:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6587,2017-10-02 11:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6588,2017-10-02 12:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6589,2017-10-02 13:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6590,2017-10-02 14:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6591,2017-10-02 15:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6592,2017-10-02 16:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6593,2017-10-02 17:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6594,2017-10-02 18:00:00,0,1,0.0,1.0,0.0,79.7,20.5219,3.5635
6595,2017-10-02 19:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6596,2017-10-02 20:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6597,2017-10-02 21:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6598,2017-10-02 22:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6599,2017-10-02 23:00:00,0,0,0.0,1.0,0.0,79.7,20.5219,3.5635
6600,2017-10-03 00:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6601,2017-10-03 01:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6602,2017-10-03 02:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6603,2017-10-03 03:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6604,2017-10-03 04:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6605,2017-10-03 05:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6606,2017-10-03 06:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6607,2017-10-03 07:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6608,2017-10-03 08:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6609,2017-10-03 09:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6610,2017-10-03 10:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6611,2017-10-03 11:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6612,2017-10-03 12:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6613,2017-10-03 13:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6614,2017-10-03 14:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6615,2017-10-03 15:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6616,2017-10-03 16:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6617,2017-10-03 17:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6618,2017-10-03 18:00:00,0,1,0.0,2.0,0.0,79.7,20.5219,3.5718
6619,2017-10-03 19:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6620,2017-10-03 20:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6621,2017-10-03 21:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6622,2017-10-03 22:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6623,2017-10-03 23:00:00,0,0,0.0,2.0,0.0,79.7,20.5219,3.5718
6624,2017-10-04 00:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6625,2017-10-04 01:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6626,2017-10-04 02:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6627,2017-10-04 03:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6628,2017-10-04 04:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6629,2017-10-04 05:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6630,2017-10-04 06:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6631,2017-10-04 07:00:00,0,0,0.0,3.0,0.0,79.7,20.5219,3.5723
6632,2017-10-04 08:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6633,2017-10-04 09:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6634,2017-10-04 10:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6635,2017-10-04 11:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6636,2017-10-04 12:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6637,2017-10-04 13:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
6638,2017-10-04 14:00:00,0,1,0.0,3.0,0.0,79.7,20.5219,3.5723
